run_id,nodes_expanded,planning_time,raw_waypoints,raw_path_length,smooth_waypoints,smooth_path_length,improvement_percent,ee_travel_distance,max_joint_jump
1,0,1.5856621265411377,11,10.550912172795005,4,6.749028934647459,36.03369240387111,2.3691327694973765,2.7564829063151843
2,0,2.49750018119812,7,5.166451803161046,4,4.730643946807779,8.435341564332822,1.4221852697714084,1.8000000000000007
3,0,1.1545302867889404,7,7.803376768582769,4,6.058798686642812,22.35670702155271,1.7590729603923243,2.3000000000000003
4,0,1.2999494075775146,10,9.307643280981642,5,7.790757403970133,16.297206835493682,3.371889498957302,2.8999999999999955
5,0,2.6303789615631104,11,8.298298293617904,4,7.039857543093933,15.165045964807256,2.5573017867571632,2.417680025409674
6,0,1.1611828804016113,7,10.824619613234697,4,8.239852770677368,23.87859282738277,3.023518386833531,3.639852770677367
7,0,1.263275146484375,9,11.249405277876106,5,7.8558198236716414,30.166798780718963,2.369984916586264,2.8691575029059333
8,0,0.67002272605896,6,6.94642387888149,4,6.299927124662583,9.306900435264042,2.5132739304396186,2.749927124662582
9,0,0.8862483501434326,6,7.313489244985197,4,6.9967479612908825,4.330918841666465,2.837960257906199,2.9832587163056843
10,0,2.2109625339508057,11,9.62638721576583,4,7.545437835472557,21.61713770338629,3.9286800936638837,2.8054487676919866
11,0,2.1360673904418945,8,10.196761436174024,4,6.873520020002452,32.59114609058169,1.9778174715142018,2.8483638530231197
12,0,2.309784173965454,9,12.47394972372518,4,7.9269640183152,36.45185210873275,2.453668002304487,3.5500000000000074
13,0,1.9103477001190186,7,5.625516648595392,4,5.3077297429550105,5.649026133799251,1.476903072932949,2.1000000000000014
14,0,2.5290629863739014,7,7.253756666184325,4,5.927216021652721,18.287636401089813,1.6010862291641308,2.6999999999999984
15,0,0.5603470802307129,6,5.682455534724367,4,5.301817331083029,6.6984809879343965,1.1712490576956025,2.399999999999999
16,0,0.6121814250946045,6,4.923698773285913,4,4.6627240954087,5.300378635938507,1.737802972612861,1.9000000000000001
17,0,1.144911766052246,6,6.5169456656227345,4,6.4916819005113595,0.38766266296560437,2.9114862871758613,2.2999999999999985
18,0,1.919008493423462,11,9.443841513348968,5,5.448605253389564,42.305202330133305,1.9342021682628872,1.8201652496135277
19,0,0.6551327705383301,6,5.756495324413259,4,5.7044576643390315,0.9039816266945611,2.0765892771603545,2.204457664339033
20,0,1.314697504043579,7,10.118624299802354,4,7.7977035967732835,22.937117084922352,2.8099525001589303,3.4977035967732815
AVG,0.0,1.5225626945495605,7.9,8.25395265678791,4.15,6.537464583768376,17.95504132206342,2.3151878454893664,2.627124908885869
