run_id,nodes_expanded,planning_time,raw_waypoints,raw_path_length,smooth_waypoints,smooth_path_length,improvement_percent,ee_travel_distance,max_joint_jump
1,0,32.86090040206909,5,4.337915960378998,4,3.9961229247145336,7.879199108195789,1.396123997249031,1.4761381295269036
2,0,31.77463698387146,9,6.227866507912065,5,3.9950442548431853,35.85212127190325,1.293250945592568,1.3140664439807033
3,0,28.626691818237305,5,3.903223029560033,4,3.327200850978831,14.757603504049088,1.3396868749257498,1.2421327816372585
4,0,28.122673749923706,8,5.829268583053276,5,4.910892205353201,15.75457305861595,2.0927831784437303,1.5087112613242935
5,0,29.964746952056885,6,3.973798717376469,5,3.605087362835831,9.278561416016162,1.1074839183894667,1.3097750347396941
6,0,31.51324462890625,11,7.74091541573302,5,4.937292677436028,36.218232440555674,1.8808987310452052,1.9241821625620843
7,0,30.51617169380188,4,3.0535656380065492,4,3.0535656380065492,0.0,0.9053150928153327,1.3206530505801648
8,0,31.736726999282837,6,4.260256960011171,5,4.068928739249979,4.491001893948909,1.3516094301219972,1.2393577212223468
9,0,28.42689085006714,7,5.056258270262126,4,4.055932623656537,19.783911207402184,1.7360188400571244,1.508372486935887
10,0,31.43072271347046,7,5.202547827646338,5,4.537870543336931,12.775995653078143,2.0934009778890696,1.5020415956312878
11,0,30.609800577163696,8,5.736720636858248,4,3.436127742202519,40.102927095220444,1.8147785594702648,1.4131735149663154
12,0,30.293553590774536,7,4.497339001550082,4,3.8492082059419017,14.411428522172587,1.1317071305464785,1.4653282346863785
13,0,30.95793080329895,7,5.289391109085596,4,3.941224276085867,25.488129071869547,1.931814559750691,1.3503028637664962
14,0,29.842742204666138,5,4.063892379189539,5,4.063892379189539,0.0,0.9051346471421492,1.3616759154374252
15,0,30.057639122009277,7,5.421239965280382,5,4.769024293629611,12.030747132165331,1.6686064176505389,1.3952733472597076
16,0,29.772828340530396,5,3.69606256906856,5,3.69606256906856,0.0,1.6397343426769504,1.1709547764728234
17,0,29.653708934783936,9,6.361615454728838,4,4.884449797176889,23.219977190760787,1.9728252398450414,1.7602565371827161
18,0,31.590460300445557,5,4.102168544696754,4,3.604488950839471,12.132109844698569,1.1556953488043058,1.365481672188643
19,0,32.26845741271973,9,6.4908074041820205,5,4.486303434839375,30.882197614601015,1.7043006399474283,1.3756906655245946
20,0,27.424209117889404,7,5.339890105758363,4,3.886307009211281,27.221217436283673,1.5501223127111856,1.3362816136407212
AVG,0.0,30.37223685979843,6.85,5.029237204016921,4.5,4.055251323929831,17.113996673076855,1.5335645592537153,1.4169924904633222
